x,y,z,qx,qy,qz,qw
-0.13066148444452752,0.563281457007225,1.3115,-0.8890852756129682,0.4577416003469777,2.8028589285075666e-17,-5.444077184742319e-17
-0.5637710546430907,-0.5286635290580576,1.3115,-0.9341315688183283,-0.35692886145142283,-2.18555893849897e-17,-5.719906178679307e-17
0.31840995327503974,0.22989172189176654,1.3115,-0.7706937353098685,-0.6372057488395113,-3.9017599035729985e-17,-4.7191380803507396e-17
0.7769013140664358,-0.45124606192804856,1.3115,0.20769296435236306,0.9781940669205309,5.9897111649958e-17,1.2717526199977343e-17
-0.26999187445419626,-0.021984662937305166,1.3115,-0.12916329870009624,0.9916233368920429,6.071941727423288e-17,-7.908971016019316e-18
0.33969243733975607,-0.5513354354640945,1.3115,-0.35747375992478425,0.9339231825826135,5.718630180996534e-17,-2.188895479355282e-17
0.030930708718165167,0.33583177095400074,1.3115,-0.7380103066474399,0.6747894392194885,4.13189363419292e-17,-4.5190097988677195e-17
0.3011656754845682,-0.6791771329227231,1.3115,0.24709469806829198,0.9689913364868334,5.933360693150582e-17,1.5130186553780772e-17
-0.744067742703176,0.5607687281860799,1.3115,-0.9832182385906129,-0.18243326259970485,-1.1170815555036852e-17,-6.020475343766464e-17
-0.2692555094983793,-0.6087985153552286,1.3115,-0.5624795454821178,0.826811200283493,5.062758449631805e-17,-3.4441938748026684e-17
-0.6311202185376483,-0.06262692550711468,1.3115,-0.8773332356751973,-0.4798816453873691,-2.938427604966033e-17,-5.372116694276104e-17
-0.36009807646876646,0.16730561870237126,1.3115,-0.7502523714305824,0.6611515553659294,4.048385680150898e-17,-4.593970826125869e-17
0.21057977365838032,-0.48900997810792585,1.3115,-0.9968845077745633,-0.07887507945521656,-4.8297056793662054e-18,-6.10415710782852e-17
0.9890869021802229,0.4864927794875896,1.3115,-0.8577298455130336,-0.5141006828590949,-3.1479587785142953e-17,-5.252080549203451e-17
-0.6976078609330956,-0.4737195470360945,1.3115,-0.23445432914753037,0.9721271354838222,5.952561924172741e-17,-1.4356187186838146e-17
-0.10264161183544662,-0.370166430342667,1.3115,-0.3291237414902598,0.9442868011295364,5.782089042401901e-17,-2.0153016826972377e-17
-0.31618780179961137,0.002664418259433421,1.3115,-0.9865851099943378,-0.16324772812342744,-9.996040385721633e-18,-6.041091485205027e-17
