x,y,z,qx,qy,qz,qw
-0.13066148444452752,0.563281457007225,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.5778119926702048,0.0795567572867284,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.5637710546430907,-0.5286635290580576,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.7578782806826286,0.4471260242947611,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.31840995327503974,0.22989172189176654,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.8322015323057196,0.5896561368705803,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.7769013140664358,-0.45124606192804856,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.5126229149955266,-0.4910022034613819,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.26999187445419626,-0.021984662937305166,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.016884973051326524,-0.34285116136789034,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.33969243733975607,-0.5513354354640945,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.29396930660319764,-0.2396188273144676,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.030930708718165167,0.33583177095400074,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.477246563762131,-0.036441881619697636,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.3011656754845682,-0.6791771329227231,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.3311538964686509,-0.5086998540536614,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.744067742703176,0.5607687281860799,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
1.0408826895537766,0.36773795631201767,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.2692555094983793,-0.6087985153552286,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.483149858547095,-0.13823047360178775,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.6311202185376483,-0.06262692550711468,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.8048419511496372,0.5064062324562467,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.36009807646876646,0.16730561870237126,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.2551886471907875,-0.028426538901687892,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.21057977365838032,-0.48900997810792585,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
1.0487167322293551,0.32203249929817146,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.9890869021802229,0.4864927794875896,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.3120377580035707,0.5236551989217627,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.6976078609330956,-0.4737195470360945,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.7833595133793135,-0.29599612553127475,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.10264161183544662,-0.370166430342667,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.7695577431391238,-0.2528209291230083,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.31618780179961137,0.002664418259433421,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.5936881861000205,0.3592186515560506,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.7252406242266942,0.6129826508891109,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.6575891327459751,-0.4699646535720471,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
-0.86205516386102,0.3774440026969422,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.5279912555059771,0.2586558488883167,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
0.6556578271315445,-0.6412626485173598,1.253,0.7071067811865476,0.7071067811865475,4.329780281177466e-17,4.329780281177467e-17
